PK-ZZ	US-AK	US-AL	US-AR	US-AZ	US-CA	US-CO	US-CT	US-DC	US-DE	US-FL	US-GA	US-GU	US-HI	US-IA	US-ID	US-IL	US-IN	US-KS	US-KY	US-LA	US-MA	US-MD	US-ME	US-MI	US-MN	US-MO	US-MS	US-MT	US-NC	US-ND	US-NE	US-NH	US-NJ	US-NM	US-NV	US-NY	US-OH	US-OK	US-OR	US-PA	US-PR	US-RI	US-SC	US-SD	US-TN	US-TX	US-UT	US-VA	US-VI	US-VT	US-WA	US-WI	US-WV	US-WY
851	1699.5936573000001	807.6700328176192	797.8757598169997	880.1334247439999	1240.362437587239	1003.8493784305817	1111.1701295433656	921.5296214324488	1031.3478543228573	976.3595384721693	934.3934085610041	927.5925925933334	1034.9830356605262	1057.1529105444524	761.8695145465622	1169.0399541638376	1100.3928150216452	912.504227279711	782.4610605150834	917.1554769576679	1011.0374950640914	911.5052799848165	753.3058704075	766.7364780566805	975.1341008747622	1023.8590719963663	1067.9231385944227	757.3689296933333	958.5755239996929	747.756732908	938.661813092072	1176.6936409709458	1264.64623616201	866.2710240263292	1092.89255249086	1162.168535842372	846.7830649555038	757.6678811408702	1032.4110420100792	974.4024713875589	394.0469533244778	1036.3732519692064	961.2766513339143	868.2753524815515	920.2989975808098	1122.5870007012857	1065.6549178724	860.716886856458	961.9841666675	1240.6032872570834	862.5742917646616	1688.5556087372404	903.6099485861477	1055.5367866493102

